Date,Open,High,Low,Close,Volume
2013-10-25,156.65,158.21,158.21,158.21,1
2013-10-24,158.22,156.67,156.67,156.67,1
2013-10-23,158.66,158.23,158.23,158.23,1
2013-10-22,157.83,158.65,158.65,158.65,1
2013-10-21,156.04,157.82,157.82,157.82,1
2013-10-18,154.48,156.0,156.0,156.0,1
2013-10-17,151.58,154.48,154.48,154.48,1
2013-10-16,149.01,151.59,151.59,151.59,1
2013-10-15,150.1,149.0,149.0,149.0,1
2013-10-11,150.62,151.11,151.11,151.11,1
2013-10-10,148.58,150.63,150.63,150.63,1
2013-10-09,146.71,148.56,148.56,148.56,1
2013-10-08,148.78,146.71,146.71,146.71,1
2013-10-07,149.36,150.3,150.3,150.3,1
2013-10-04,149.08,149.38,149.38,149.38,1
2013-10-03,149.68,149.07,149.07,149.07,1
2013-10-02,150.25,149.68,149.68,149.68,1
2013-10-01,149.29,150.26,150.26,150.26,1
2013-09-30,150.19,149.3,149.3,149.3,1
2013-09-27,151.65,150.19,150.19,150.19,1
2013-09-26,150.25,151.66,151.66,151.66,1
2013-09-25,150.69,150.3,150.3,150.3,1
2013-09-24,151.86,150.69,150.69,150.69,1
2013-09-23,151.78,151.86,151.86,151.86,1
2013-09-20,153.96,151.77,151.77,151.77,1
2013-09-19,154.46,153.95,153.95,153.95,1
2013-09-18,153.8,154.42,154.42,154.42,1
2013-09-17,152.98,153.74,153.74,153.74,1
2013-09-16,151.74,152.97,152.97,152.97,1
2013-09-13,151.51,151.73,151.73,151.73,1
2013-09-12,149.96,151.51,151.51,151.51,1
2013-09-11,149.91,149.96,149.96,149.96,1
2013-09-10,148.27,149.92,149.92,149.92,1
2013-09-09,147.96,148.26,148.26,148.26,1
2013-09-06,148.08,147.96,147.96,147.96,1
2013-09-05,149.31,148.08,148.08,148.08,1
2013-09-04,147.35,149.34,149.34,149.34,1
2013-09-03,150.28,147.48,147.48,147.48,1
2013-08-30,150.48,150.24,150.24,150.24,1
2013-08-29,148.72,150.46,150.46,150.46,1
2013-08-28,149.52,148.72,148.72,148.72,1
2013-08-27,149.78,149.52,149.52,149.52,1
2013-08-26,151.74,149.78,149.78,149.78,1
2013-08-23,149.59,151.73,151.73,151.73,1
2013-08-22,149.09,149.58,149.58,149.58,1
2013-08-21,150.82,149.08,149.08,149.08,1
2013-08-20,150.08,150.82,150.82,150.82,1
2013-08-19,151.29,150.08,150.08,150.08,1
2013-08-16,152.86,151.3,151.3,151.3,1
2013-08-15,154.22,152.86,152.86,152.86,1
2013-08-14,154.47,154.23,154.23,154.23,1
2013-08-13,155.49,154.46,154.46,154.46,1
2013-08-12,154.88,155.5,155.5,155.5,1
2013-08-09,156.44,154.88,154.88,154.88,1
2013-08-08,157.96,156.45,156.45,156.45,1
2013-08-07,158.07,158.03,158.03,158.03,1
2013-08-06,158.71,158.07,158.07,158.07,1
2013-08-05,158.79,158.72,158.72,158.72,1
2013-08-02,158.44,158.8,158.8,158.8,1
2013-08-01,156.74,158.44,158.44,158.44,1
2013-07-31,158.33,156.73,156.73,156.73,1
2013-07-30,160.73,158.32,158.32,158.32,1
2013-07-29,159.59,160.73,160.73,160.73,1
2013-07-26,158.89,159.6,159.6,159.6,1
2013-07-25,158.76,158.9,158.9,158.9,1
2013-07-24,159.67,158.77,158.77,158.77,1
2013-07-23,159.09,159.68,159.68,159.68,1
2013-07-22,159.19,159.09,159.09,159.09,1
2013-07-19,158.95,159.18,159.18,159.18,1
2013-07-18,160.33,158.95,158.95,158.95,1
2013-07-17,159.68,160.4,160.4,160.4,1
2013-07-16,158.66,159.67,159.67,159.67,1
2013-07-15,159.77,158.67,158.67,158.67,1
2013-07-12,160.72,159.77,159.77,159.77,1
2013-07-11,158.52,160.72,160.72,160.72,1
2013-07-10,159.14,158.5,158.5,158.5,1
2013-07-09,159.41,159.13,159.13,159.13,1
2013-07-08,158.53,159.4,159.4,159.4,1
2013-07-05,159.28,160.04,160.04,160.04,1
2013-07-03,158.55,159.28,159.28,159.28,1
2013-07-02,157.7,158.56,158.56,158.56,1
2013-07-01,157.9,157.71,157.71,157.71,1
2013-06-28,159.07,157.9,157.9,157.9,1
2013-06-27,157.62,159.06,159.06,159.06,1
2013-06-26,156.48,157.61,157.61,157.61,1
2013-06-25,153.43,156.53,156.53,156.53,1
2013-06-24,154.27,153.43,153.43,153.43,1
2013-06-21,153.38,154.27,154.27,154.27,1
2013-06-20,156.96,153.37,153.37,153.37,1
2013-06-19,161.39,156.97,156.97,156.97,1
2013-06-18,159.34,161.38,161.38,161.38,1
