S5RLST,S5TELS,S5COND,S5CONS,S5ENRS,S5FINL,S5HLTH,S5INDU,S5INFT,S5MATR,S5UTIL
188.93,145.45,837.94,508.94,571.02,467.72,958.98,626.56,1218.08,373.2,249.59
189.76,144.94,831.02,505.07,568.92,467.26,953.9,624.24,1213.52,368.96,251.76
192.98,146.12,836.11,507.26,568.85,468.0,966.41,626.54,1225.28,370.04,254.0
194.38,146.65,834.81,507.34,565.28,468.28,960.18,627.76,1225.49,368.61,255.11
195.33,143.64,832.93,507.9,565.87,468.64,946.27,626.41,1229.46,368.75,254.59
193.47,140.95,830.01,504.92,561.29,465.01,934.33,622.56,1213.88,365.9,251.23
192.07,142.56,827.12,504.11,550.1,458.15,928.65,615.75,1197.43,360.81,253.12
193.39,144.44,830.82,506.42,545.84,455.09,935.96,611.36,1193.98,361.71,259.64
193.15,145.32,827.84,509.65,544.84,452.01,936.97,607.15,1184.62,361.6,261.04
191.09,144.24,817.16,502.63,542.41,446.46,929.95,600.31,1161.72,357.04,260.03
191.26,144.51,820.78,502.82,543.68,450.3,938.13,599.01,1158.36,355.82,260.31
191.89,147.1,826.64,512.69,541.54,455.74,951.54,604.39,1158.7,356.67,260.66
190.59,148.24,825.31,517.25,544.56,455.35,951.27,607.17,1141.98,356.71,261.39
191.32,152.3,828.41,520.27,544.78,459.78,966.38,615.51,1147.79,361.4,262.13
188.83,149.68,824.27,517.29,551.49,459.1,962.14,616.23,1151.48,362.24,259.64
186.5,154.68,811.39,514.48,543.32,458.92,950.37,618.85,1125.92,360.17,256.99
187.14,153.44,808.32,513.77,538.93,459.21,946.08,617.14,1127.26,358.25,256.91
186.85,151.67,821.3,517.08,544.78,462.36,953.6,635.03,1150.12,368.15,255.26
186.55,150.05,819.52,517.88,541.48,462.86,949.72,635.52,1154.71,369.26,255.02
188.21,151.04,827.99,526.75,544.26,462.64,955.01,638.26,1172.42,371.51,257.31
191.41,152.24,831.02,543.81,543.5,455.69,962.8,640.12,1185.86,375.54,257.52
191.82,152.92,826.94,548.54,535.23,457.38,962.38,633.66,1188.64,372.82,258.53
189.3,152.77,811.76,547.29,533.1,457.72,954.53,628.39,1165.22,368.68,255.85
188.51,150.53,805.73,541.5,527.75,455.57,946.91,622.18,1157.09,363.65,252.37
187.54,150.75,810.32,538.81,522.08,462.76,947.64,623.67,1160.89,364.03,250.64
189.72,150.79,806.71,539.84,522.11,454.47,941.6,614.77,1146.16,360.17,253.88
189.34,153.07,809.31,541.0,516.73,460.25,949.79,619.44,1152.03,363.01,254.27
190.7,149.61,799.63,539.21,500.13,453.19,933.59,610.09,1124.12,355.62,256.12
190.83,151.38,801.62,540.22,497.8,450.91,924.95,612.2,1115.44,353.79,255.82
192.65,153.63,819.16,545.55,507.14,462.18,947.65,629.4,1144.41,362.6,257.65
192.54,152.55,808.11,543.83,498.1,459.01,948.25,623.15,1139.88,355.95,255.63
190.22,150.61,793.72,535.69,498.79,454.0,935.19,620.51,1124.52,353.65,255.09
189.62,149.46,784.11,528.46,488.35,447.8,921.22,612.04,1113.28,348.61,254.21
192.05,151.65,806.97,541.73,498.29,457.53,940.73,624.95,1141.62,356.34,256.14
192.26,151.64,795.59,538.19,487.78,451.72,935.52,615.66,1117.33,349.77,254.82
188.92,149.19,805.55,530.87,497.67,450.99,930.93,618.05,1127.09,354.48,255.04
188.65,148.42,821.28,530.44,502.07,460.1,941.74,626.62,1167.63,358.02,251.37
186.12,147.07,798.05,523.4,493.31,445.64,922.73,612.52,1122.4,351.03,248.78
189.06,149.46,813.95,530.01,496.27,459.37,942.26,621.15,1153.91,358.0,252.27
189.78,151.59,831.6,534.29,506.58,477.01,970.28,642.19,1185.8,368.94,251.18
191.55,152.88,832.34,541.44,493.61,477.18,974.24,641.43,1192.92,364.89,252.18
191.67,154.44,827.25,543.31,489.5,476.2,973.13,639.26,1192.67,365.21,253.34
193.51,155.86,838.17,548.78,497.93,480.3,989.91,644.55,1218.41,370.81,255.25
192.5,155.5,838.59,548.73,492.95,479.41,989.21,641.16,1219.2,370.59,252.73
192.69,155.84,839.14,552.29,495.04,478.99,990.6,639.08,1218.24,375.38,252.86
192.5,157.03,840.79,559.37,498.27,484.81,996.43,646.4,1219.09,380.4,250.44
192.0,157.29,846.67,559.45,501.89,490.17,994.91,649.91,1233.97,381.97,249.92
191.07,156.9,844.2,560.68,502.18,492.13,999.36,657.58,1230.29,383.11,248.87
189.72,156.99,831.15,557.17,492.6,480.22,984.97,643.62,1205.76,376.16,248.25
188.51,156.33,828.68,552.09,493.18,478.92,978.37,640.5,1200.29,375.63,246.54
187.53,156.38,834.82,557.27,497.31,479.75,973.54,640.55,1193.69,377.17,248.35
186.8,155.68,828.88,556.78,497.11,477.89,974.75,637.49,1190.8,373.12,251.78
184.29,154.1,819.61,551.55,491.86,471.44,966.5,629.89,1179.69,368.11,246.95
184.94,152.93,818.88,547.07,489.87,470.02,956.83,630.39,1168.35,369.05,247.55
185.98,153.36,827.35,548.98,490.67,478.88,971.88,642.76,1188.55,372.92,247.7
186.17,155.16,831.4,554.75,502.15,485.11,988.06,652.52,1196.91,379.68,249.3
190.26,158.07,849.41,562.51,508.91,489.69,998.11,660.67,1208.38,385.39,253.56
189.43,155.24,842.13,558.8,505.59,482.42,986.16,651.61,1189.61,383.58,254.41
186.22,154.02,831.05,553.11,494.73,475.46,970.81,646.47,1164.32,378.2,247.81
184.12,153.78,830.2,551.84,489.44,479.2,972.27,642.7,1163.35,375.6,246.68
187.51,156.35,831.27,558.76,497.69,479.5,976.63,642.75,1170.33,377.05,249.97
189.44,159.08,833.96,571.63,500.52,480.61,987.19,649.44,1167.43,378.85,253.15
188.21,158.25,837.65,569.33,501.76,481.14,980.37,649.1,1169.66,380.08,251.27
186.49,156.11,830.18,560.44,503.89,478.18,969.16,639.84,1147.85,377.5,246.05
187.68,157.22,817.46,561.13,496.92,467.34,958.75,632.15,1125.89,372.62,249.0
186.66,156.61,813.29,558.65,499.15,465.27,958.25,630.63,1122.89,373.67,248.09
186.19,155.32,802.49,552.74,491.04,458.95,949.09,620.86,1103.12,366.02,246.13
181.83,153.14,796.89,551.64,492.78,450.3,935.46,614.18,1075.94,359.85,240.87
187.72,159.22,830.23,564.22,507.9,471.56,970.03,639.42,1123.36,373.14,243.88
188.58,158.75,832.52,566.48,516.52,470.77,970.79,637.69,1138.99,376.38,245.09
188.87,157.75,812.31,560.72,513.07,462.92,959.93,627.23,1107.78,366.09,248.85
194.17,164.75,841.07,582.45,536.43,487.21,1005.72,656.51,1154.3,378.94,253.14
196.19,169.09,848.64,592.95,559.54,498.36,1019.42,670.05,1189.53,389.06,254.97
199.9,165.0,857.88,595.65,553.45,493.45,1019.08,671.32,1189.88,394.5,259.07
195.82,164.74,860.86,598.08,552.97,492.91,1034.03,668.63,1181.23,394.14,256.25
196.73,164.75,865.56,602.18,564.37,498.99,1056.49,674.38,1193.4,397.03,255.82
199.06,166.88,868.0,605.24,573.24,501.29,1059.33,678.74,1203.88,401.59,259.13
198.46,165.31,859.57,601.63,569.76,497.25,1036.84,671.14,1184.42,399.95,258.97
198.8,164.14,860.76,601.5,574.21,498.19,1027.74,670.11,1187.27,397.14,255.07
199.44,163.07,857.29,600.89,575.64,494.83,1024.5,671.63,1198.14,395.69,256.58
196.54,164.99,850.0,602.69,576.52,494.62,1029.83,670.69,1190.51,395.8,254.15
194.65,161.2,840.83,598.6,564.66,490.56,1023.13,670.9,1180.28,396.62,253.87
193.36,160.57,833.59,592.0,565.24,487.24,1019.13,669.56,1178.45,394.26,254.62
195.28,160.19,834.0,593.86,569.78,487.94,1018.96,673.68,1176.42,394.53,256.22
193.95,159.79,830.42,587.02,564.96,483.9,1009.03,670.62,1158.12,392.6,254.58
193.02,160.48,836.2,584.75,572.02,485.49,1004.45,676.88,1162.94,397.22,255.25
194.43,159.97,825.61,584.86,566.56,480.97,996.94,671.06,1155.94,396.47,256.67
195.74,159.67,812.42,585.41,555.32,478.72,993.05,662.55,1150.45,391.48,257.59
198.81,161.12,812.55,588.02,555.87,474.69,994.31,662.0,1154.03,393.75,260.52
201.1,164.12,811.59,589.34,557.64,471.33,983.52,658.02,1157.02,394.56,263.15
199.93,163.93,810.9,588.0,554.41,471.92,987.31,655.66,1152.81,394.19,260.69
199.38,163.79,804.02,585.34,554.51,470.51,978.47,650.89,1139.4,390.73,260.73
202.87,162.83,801.46,583.83,551.22,466.14,977.53,646.02,1133.99,387.49,263.02
202.66,166.45,797.21,584.18,542.93,463.66,968.1,642.65,1121.81,384.63,265.04
203.86,166.07,785.33,587.39,533.41,463.94,956.32,637.81,1106.18,378.94,267.37
204.05,167.59,790.56,587.64,535.52,467.19,963.33,639.66,1112.99,380.15,267.37
203.09,166.73,788.59,588.78,535.03,465.3,962.49,638.62,1111.83,378.68,266.11
202.28,167.11,790.11,588.82,536.75,465.0,960.68,637.02,1110.03,378.16,265.03
201.31,166.77,788.32,587.29,532.36,466.56,960.14,636.69,1117.81,378.46,266.59
199.84,166.46,789.68,586.28,531.21,467.57,963.27,636.48,1118.65,377.07,266.2
200.59,165.29,784.76,586.7,520.38,463.64,965.74,636.08,1121.89,375.79,269.4
202.78,164.38,786.3,588.91,513.32,464.78,968.48,634.16,1122.93,375.61,271.52
206.68,165.99,786.97,587.85,512.76,466.66,969.55,634.11,1128.9,375.94,276.5
206.01,164.42,780.76,588.34,509.24,462.84,969.66,629.88,1120.43,370.47,279.74
205.4,162.68,776.6,581.84,509.38,458.07,958.49,625.46,1106.74,368.51,278.7
205.59,164.22,774.48,584.1,511.04,461.17,968.69,629.53,1107.59,372.56,279.1
205.61,164.42,774.04,581.02,511.74,467.09,965.75,627.3,1107.11,371.65,278.36
204.73,159.94,773.85,581.13,513.4,462.36,961.9,626.51,1110.03,371.58,283.31
204.33,158.08,771.92,581.06,509.77,463.46,957.88,627.82,1101.07,371.16,281.58
203.83,155.71,768.58,579.8,505.47,460.76,947.37,625.3,1096.41,371.25,280.68
203.12,155.86,766.79,585.24,503.88,459.45,947.1,619.73,1089.34,368.69,280.41
202.8,157.35,772.1,581.96,510.46,461.01,948.16,618.99,1081.2,371.04,279.34
203.63,160.2,776.75,582.84,513.18,463.71,949.95,624.55,1078.97,372.92,282.85
206.29,157.69,767.92,577.48,513.33,456.61,961.86,619.37,1100.23,369.27,284.51
205.91,157.01,767.82,576.07,509.28,455.61,963.64,626.69,1106.52,372.44,285.52
205.76,155.78,764.4,571.74,501.51,453.1,956.49,617.24,1096.05,370.37,284.67
206.16,151.64,761.08,568.87,498.87,445.21,951.67,611.81,1124.85,369.87,284.5
206.74,148.35,752.9,564.45,494.8,434.02,944.92,602.86,1122.81,365.59,283.29
207.31,147.77,752.31,564.14,499.94,434.19,944.77,601.75,1122.93,367.82,281.99
206.55,148.2,750.73,564.25,498.58,434.86,942.71,601.75,1116.88,366.16,281.55
207.28,145.77,749.96,565.14,496.41,436.59,943.07,600.92,1119.76,367.01,281.63
206.12,146.56,745.47,563.56,495.3,435.49,934.9,597.06,1106.54,365.27,280.96
206.71,145.16,744.25,563.97,496.33,433.36,938.86,594.59,1103.47,364.61,281.84
207.88,144.23,740.68,566.28,494.2,433.94,942.53,597.47,1110.89,364.2,283.95
207.07,141.75,734.76,557.56,497.09,433.61,933.04,592.51,1096.33,359.6,285.1
208.79,141.58,738.04,563.65,503.0,432.79,935.63,595.54,1105.7,361.75,287.82
209.14,143.64,737.31,561.92,510.88,433.05,939.64,597.94,1107.52,365.91,284.42
208.52,143.78,732.45,553.18,517.84,433.45,944.9,600.22,1108.69,364.51,282.4
208.52,143.4,731.24,553.37,516.35,434.95,945.21,607.98,1118.2,367.72,282.1
206.98,142.74,730.82,547.48,518.41,437.58,943.1,609.15,1112.74,367.65,282.19
205.09,142.39,734.88,541.49,519.33,443.46,940.57,607.73,1111.49,366.93,278.75
202.0,145.95,729.51,547.29,508.14,444.05,943.75,607.57,1107.65,368.57,279.94
202.21,146.1,726.86,546.97,506.96,445.99,936.3,608.16,1098.29,369.1,278.92
200.44,147.59,732.48,548.13,508.54,442.19,940.2,604.91,1097.08,371.92,277.78
200.55,148.26,731.97,546.55,503.07,441.16,938.35,605.29,1096.28,369.69,279.35
199.97,147.76,732.3,541.98,501.26,442.41,939.87,607.77,1092.0,369.01,279.22
198.81,149.87,735.17,547.02,499.45,444.53,950.09,612.26,1087.6,370.49,279.17
198.34,149.63,723.6,551.75,498.46,444.97,950.36,612.77,1056.84,372.52,277.47
199.44,148.86,721.24,551.05,497.25,442.52,960.24,611.9,1053.21,367.52,277.47
200.0,152.33,724.01,552.68,500.67,444.71,961.36,618.26,1056.78,369.38,278.69
201.26,153.27,722.01,554.55,499.32,441.43,967.86,614.97,1053.02,367.2,278.47
202.08,154.76,727.03,555.16,502.26,442.05,970.4,619.96,1057.29,367.95,278.32
202.31,154.43,725.53,556.25,500.93,436.96,969.29,613.37,1050.18,364.76,277.97
202.5,153.72,725.6,559.69,502.5,436.32,963.46,611.74,1053.83,363.54,275.19
202.85,154.62,727.45,560.25,506.03,433.88,961.89,611.34,1050.68,364.33,275.6
202.82,154.3,727.18,562.33,505.61,436.29,949.42,613.08,1050.95,365.23,274.0
203.72,153.11,725.85,562.1,504.51,433.5,953.06,612.01,1047.08,365.6,274.48
203.32,154.2,722.7,561.35,504.87,433.67,955.91,613.59,1041.64,363.87,276.58
201.93,159.86,727.53,559.09,506.78,436.81,957.54,610.45,1041.21,363.18,275.21
200.85,160.94,727.01,557.76,505.57,437.42,955.28,610.67,1036.34,362.98,273.92
200.18,160.56,730.37,553.77,503.79,437.25,959.6,612.37,1033.46,362.96,270.89
200.59,163.88,729.24,559.08,507.94,437.06,960.25,612.66,1030.46,363.66,271.06
199.95,164.07,725.17,556.82,505.89,432.79,959.8,611.25,1019.69,361.53,271.39
198.3,163.98,721.37,554.79,506.21,434.19,955.5,611.59,1021.2,361.6,268.54
198.39,162.2,718.76,554.28,506.63,432.89,955.32,608.67,1018.94,360.05,269.57
199.2,162.37,717.47,555.39,506.72,429.08,946.31,604.38,1018.15,356.15,268.97
199.05,162.08,714.83,555.98,506.93,427.66,940.86,602.67,1010.57,356.16,269.27
197.84,161.68,715.15,555.88,506.17,427.14,939.56,603.22,1009.13,353.67,268.45
199.52,161.59,711.33,559.96,503.77,421.66,940.15,603.04,997.74,353.76,272.11
199.29,162.98,711.75,559.47,504.74,422.05,941.79,603.1,993.8,355.18,272.53
198.64,161.59,713.19,555.71,497.41,422.7,944.95,603.11,1008.16,354.87,270.25
200.29,159.43,711.62,556.99,494.78,422.74,944.16,601.47,1007.52,355.89,272.2
200.73,160.7,713.34,562.45,495.11,421.91,949.46,599.46,1013.53,356.77,272.45
201.28,159.99,710.84,567.52,491.73,419.31,948.03,595.43,1018.4,355.32,274.58
203.38,156.47,711.19,569.09,489.89,415.99,955.53,594.95,1014.6,353.45,275.17
204.43,155.68,714.22,568.86,487.76,411.81,955.98,591.55,1014.92,351.43,277.9
203.85,152.96,715.87,567.56,486.5,409.86,958.71,589.51,1011.9,351.52,277.62
202.68,153.57,719.79,569.63,484.63,411.29,958.27,586.76,1015.68,350.49,275.22
203.5,152.43,714.66,569.22,478.7,410.41,961.72,587.53,1017.29,350.64,276.69
205.93,150.37,711.56,568.44,476.23,405.5,959.66,584.51,1015.94,347.8,281.62
204.41,149.85,707.77,564.63,471.43,398.58,951.83,579.53,1000.91,343.03,279.03
204.42,150.04,710.29,568.3,476.48,395.54,947.85,577.56,1009.61,343.11,277.8
202.88,153.22,716.39,567.17,475.65,402.19,937.62,577.19,1004.51,342.87,275.81
202.68,155.13,712.46,565.22,467.98,401.21,933.39,576.57,1002.68,341.92,277.26
202.82,156.92,715.39,564.14,465.36,410.24,937.49,582.9,1011.68,346.85,276.45
202.98,156.85,712.13,561.81,461.61,408.45,938.28,582.01,1012.14,344.67,277.28
201.94,157.66,708.61,561.53,459.21,408.48,922.64,579.91,1004.93,341.85,277.22
200.96,158.67,703.71,561.7,459.06,406.76,917.43,578.04,996.6,339.38,278.43
201.11,159.03,705.05,560.17,459.61,408.67,915.9,574.31,992.49,341.28,278.85
202.0,159.06,704.38,561.3,461.78,410.64,910.4,574.27,989.79,340.5,278.22
201.17,157.82,702.58,559.93,459.39,409.65,911.46,571.73,990.85,339.59,277.37
201.48,158.4,704.37,567.56,459.47,409.99,908.88,573.97,992.07,340.08,277.59
199.42,158.47,710.33,569.5,457.72,410.91,915.4,579.2,993.9,340.61,276.88
199.64,157.08,702.98,569.29,454.57,406.65,904.83,572.83,979.66,336.56,276.33
197.53,155.98,701.68,566.82,457.09,407.63,900.71,572.31,980.24,336.2,275.43
199.01,156.82,705.1,568.87,454.52,407.86,904.46,574.29,980.72,335.93,273.71
200.47,159.41,716.31,574.03,461.18,415.08,916.03,584.27,1000.54,341.19,275.83
199.92,159.24,713.1,572.23,466.44,416.08,913.71,583.4,997.92,338.07,274.95
200.59,160.86,719.57,569.63,468.29,415.19,913.91,584.76,995.63,337.93,273.58
197.23,158.89,714.66,566.56,469.55,409.51,908.0,578.9,979.93,334.78,272.0
198.45,159.03,710.99,566.21,472.82,411.7,905.32,578.27,972.66,335.48,273.76
200.3,159.72,721.96,568.89,479.23,419.08,917.05,586.11,994.37,339.63,273.07
200.04,160.28,725.37,568.1,478.67,419.42,915.62,586.11,994.04,339.15,274.43
201.1,161.15,725.68,570.24,479.27,420.14,920.08,587.84,995.36,342.17,273.53
201.11,161.07,724.33,566.14,483.44,420.88,918.6,588.4,989.57,342.01,272.98
200.59,160.31,724.15,567.21,481.77,417.86,920.6,587.03,986.91,340.36,273.78
201.12,160.17,726.31,568.08,488.33,419.79,919.03,584.31,990.35,342.83,272.63
202.02,162.32,728.23,568.49,489.87,419.54,921.07,581.73,985.56,342.59,271.39
201.24,161.84,726.65,569.04,489.57,416.17,923.11,582.99,980.4,342.02,270.04
201.48,161.19,727.11,569.53,488.44,413.61,924.28,583.81,985.67,344.73,269.03
201.68,162.0,732.53,574.78,489.38,413.49,919.64,582.56,986.55,345.97,269.41
201.88,153.99,727.46,569.7,484.56,415.68,925.96,585.75,994.72,347.54,268.82
200.25,149.56,727.59,569.5,484.07,418.22,928.84,584.83,992.74,349.77,266.48
200.12,149.13,722.24,565.36,478.03,412.99,935.15,585.19,994.48,345.77,267.84
200.42,150.66,724.96,567.44,479.45,411.73,936.04,587.51,991.97,346.24,270.35
199.94,150.62,724.14,565.98,483.72,411.84,936.63,588.8,992.71,346.23,268.3
200.59,148.52,726.04,566.4,485.46,412.07,930.88,592.4,992.29,349.14,266.53
199.12,147.98,722.36,564.67,478.78,411.21,923.46,591.47,986.79,345.36,265.28
199.34,149.44,719.36,564.54,481.13,412.36,923.01,592.99,981.52,346.89,264.55
198.92,149.14,717.53,564.15,481.78,412.9,925.82,593.52,981.08,346.31,263.52
196.84,148.78,715.53,559.98,479.19,415.04,919.95,590.75,972.39,344.58,262.1
196.44,149.63,714.97,559.94,477.09,412.54,919.15,591.03,969.19,344.92,263.03
193.92,148.92,709.66,556.86,475.69,412.07,913.21,587.65,956.67,341.02,260.82
194.31,149.92,711.06,558.52,473.2,414.89,913.91,587.84,953.28,341.53,260.9
196.0,150.68,709.49,562.39,471.95,415.6,916.54,586.76,945.57,339.41,261.32
194.74,151.26,703.68,562.7,472.4,413.29,911.36,582.4,933.87,337.67,260.95
198.48,154.81,711.01,565.78,477.67,416.05,923.3,588.08,941.97,339.07,261.3
200.89,155.36,712.74,566.18,487.49,415.07,918.32,586.37,932.29,340.48,262.35
199.01,154.03,714.06,566.83,477.91,409.59,916.93,582.92,940.28,337.42,263.77
199.07,153.54,710.09,565.63,476.16,409.83,917.95,578.5,941.33,335.87,264.1
201.16,155.07,717.03,572.35,475.57,407.19,926.16,583.28,958.9,339.69,266.28
201.22,154.44,710.02,570.08,472.88,400.86,921.32,578.12,946.39,336.97,268.83
201.99,156.68,715.34,575.19,473.69,398.81,929.87,582.89,962.45,339.22,272.24
201.05,155.71,713.32,572.93,474.83,396.69,931.36,583.04,968.18,338.12,270.14
200.26,156.04,713.99,572.66,471.28,398.51,932.2,580.78,961.75,336.95,271.12
200.15,156.17,715.28,576.46,471.88,401.07,922.48,581.9,961.3,336.36,272.3
200.61,158.09,714.52,578.73,479.55,404.23,911.31,585.81,954.87,340.18,274.06
201.02,159.74,723.58,580.91,485.6,407.53,908.29,592.65,962.37,342.11,273.92
200.75,160.06,717.76,578.04,488.95,403.58,898.6,589.36,946.68,339.25,274.95
200.99,160.23,717.96,583.84,480.7,404.01,897.33,587.22,948.43,337.87,273.63
200.09,160.16,721.19,584.83,483.99,405.52,898.22,583.98,953.01,340.93,272.1
199.51,159.71,721.66,581.34,493.02,404.77,894.09,584.55,958.08,344.57,270.5
199.17,161.37,717.34,581.14,489.77,402.99,892.94,582.53,949.99,340.13,270.06
198.07,159.93,718.11,581.46,486.49,402.33,894.13,579.87,957.79,341.93,270.66
197.21,158.54,721.22,581.73,474.73,394.72,888.52,577.49,984.72,337.43,270.68
198.04,159.46,725.93,586.34,476.05,390.28,890.36,575.71,981.24,336.31,273.08
197.11,159.32,724.44,586.78,483.2,387.1,887.92,576.52,978.62,335.96,272.24
197.99,159.39,730.52,588.35,477.46,388.72,890.51,580.19,980.4,335.55,272.72
198.67,159.62,732.96,587.79,476.67,388.41,893.13,582.73,979.69,337.11,274.03
197.0,159.71,730.0,585.77,482.37,389.85,887.94,579.88,969.59,335.88,273.64
196.25,158.76,723.76,581.55,479.19,385.26,877.55,575.95,966.84,332.25,271.69
196.51,158.2,721.98,580.17,481.11,388.36,873.78,574.93,969.77,331.18,270.43
197.16,155.99,721.91,580.26,487.49,391.38,875.05,575.69,966.77,331.59,269.54
198.44,156.25,719.7,578.37,487.09,391.63,876.9,575.15,966.67,330.64,269.69
197.72,155.7,713.07,574.33,495.96,390.68,872.96,571.61,959.16,331.28,267.81
196.47,156.75,710.56,571.57,498.13,390.84,870.89,571.27,954.61,329.02,266.01
196.31,156.54,713.44,571.16,497.31,387.69,867.87,570.15,953.85,328.53,265.39
195.79,156.41,709.57,567.65,498.15,386.54,865.83,566.2,944.86,328.42,263.02
194.68,155.15,705.45,564.62,492.05,383.33,863.41,558.61,940.2,325.48,262.18
194.24,153.3,701.27,564.25,492.61,382.14,859.85,557.71,934.74,325.5,261.17
193.06,156.11,712.73,565.22,498.24,394.13,870.89,569.42,961.62,332.6,260.53
194.08,157.06,715.06,566.26,500.45,393.47,874.29,570.14,956.88,332.62,262.63
193.42,157.44,715.16,564.06,497.35,390.45,869.16,567.56,951.57,329.84,261.68
194.16,157.54,716.46,565.39,498.94,392.22,870.79,571.26,948.56,330.41,260.35
195.16,158.3,720.76,564.89,499.94,394.31,870.32,571.43,949.98,331.29,260.33
194.02,157.84,722.76,564.62,494.67,393.26,873.25,573.68,946.36,330.1,259.91
194.82,158.8,719.29,566.86,498.95,395.05,872.57,572.56,944.92,332.47,262.2
195.88,158.45,717.5,567.04,495.45,395.46,877.59,574.28,940.98,335.48,262.36
194.43,156.18,713.53,565.65,487.54,395.87,878.11,571.06,938.05,330.75,260.9
194.28,157.97,714.31,561.29,496.99,394.99,872.94,570.8,937.79,330.17,259.83
196.75,158.99,718.55,560.55,495.37,392.64,876.26,570.37,939.04,333.49,261.11
196.59,159.07,717.23,563.65,497.84,392.76,873.55,567.3,936.19,332.77,260.45
195.37,160.33,716.73,566.54,498.95,390.76,872.26,569.18,928.33,333.17,262.16
196.54,162.04,719.81,566.56,498.31,394.47,870.21,571.62,925.25,335.56,263.33
196.38,164.17,715.89,567.39,503.91,396.51,867.95,571.69,919.71,336.27,262.53
198.07,162.18,712.33,572.03,505.94,396.36,863.61,572.51,922.11,336.51,263.55
197.62,162.67,706.6,570.14,501.23,393.1,859.64,569.44,916.39,331.24,263.79
199.44,162.73,702.34,564.69,498.53,384.67,851.57,562.08,904.64,327.37,262.52
200.4,165.34,703.77,566.03,500.67,388.2,855.83,561.73,904.7,327.48,261.12
200.44,165.77,696.82,567.44,498.72,382.27,851.13,555.71,895.94,324.06,262.14
200.92,166.09,696.15,570.72,505.94,383.27,848.88,555.03,896.64,323.78,263.89
200.38,165.7,695.86,567.83,510.38,386.48,857.55,556.54,897.33,324.17,263.46
198.08,165.32,689.3,563.79,509.4,380.38,854.9,550.91,888.68,321.77,262.15
198.53,166.35,693.85,566.81,518.9,385.2,857.23,554.68,892.07,324.99,263.11
198.8,165.41,696.64,564.26,520.68,388.68,856.99,562.1,895.64,328.99,261.19
197.96,165.32,696.99,563.96,521.12,389.71,858.52,561.25,899.57,329.74,261.25
196.65,165.83,694.52,562.47,517.13,390.72,859.9,560.03,900.93,329.74,260.69
196.32,165.51,696.97,561.03,519.14,392.05,858.35,559.45,901.54,329.93,262.08
195.34,168.19,694.5,561.48,515.04,389.87,857.22,557.74,901.95,328.32,262.48
195.03,168.9,696.06,562.38,516.78,392.63,860.1,559.47,904.82,328.75,261.11
195.62,168.35,697.05,560.92,513.13,393.43,860.53,558.4,904.89,327.44,260.25
195.41,167.68,700.24,561.79,514.01,394.58,859.75,559.63,906.21,328.73,260.25
194.46,168.52,700.06,563.1,515.92,397.43,862.06,561.28,907.12,328.97,259.48
194.09,167.84,698.17,564.48,513.51,392.65,862.1,558.31,905.81,329.02,261.26
193.6,168.13,694.25,563.76,507.32,394.79,862.17,558.64,903.95,329.06,262.47
192.68,167.78,688.96,562.2,500.87,389.47,861.71,552.66,897.53,325.49,262.32
193.89,169.01,688.82,562.48,502.92,391.36,858.59,554.62,896.61,324.4,263.53
194.18,168.86,687.64,563.96,505.24,391.73,858.81,556.22,896.17,327.47,262.47
192.8,169.0,686.33,565.38,507.05,390.87,861.95,557.04,899.07,326.01,263.11
192.45,170.74,685.5,566.17,507.58,391.65,861.29,554.95,891.97,325.14,262.11
192.75,171.67,694.1,567.19,511.18,403.22,868.11,563.55,905.31,330.66,258.48
192.5,172.3,695.82,566.53,511.82,406.86,869.94,564.64,904.38,329.38,260.24
192.15,171.36,695.19,567.46,512.24,411.2,874.58,562.15,903.8,327.72,258.75
192.71,171.91,694.85,567.19,515.23,409.91,882.5,564.2,901.71,329.8,261.59
189.09,169.6,691.34,562.96,504.73,410.46,872.18,558.0,896.32,324.68,257.37
189.38,170.43,691.2,563.9,510.37,410.94,875.03,563.15,898.61,327.35,257.6
189.31,170.17,689.82,564.66,510.15,410.72,876.38,563.67,897.57,326.37,257.0
189.64,169.04,688.89,562.17,510.54,410.86,873.21,559.94,892.96,325.01,254.95
192.1,168.36,689.11,560.95,507.54,409.6,868.01,562.53,893.48,326.36,255.56
195.0,169.06,686.96,562.56,520.78,409.65,865.34,564.51,892.58,326.13,259.56
195.64,170.31,689.23,563.18,525.53,410.83,871.16,566.32,891.28,327.99,259.55
196.43,170.67,691.63,565.64,523.98,413.42,875.04,568.13,892.74,330.17,260.03
197.21,170.64,693.1,567.84,525.9,411.8,871.6,567.71,891.06,330.59,260.94
197.75,170.55,694.13,567.94,530.4,417.94,873.61,573.26,897.1,334.11,259.02
198.4,169.77,687.21,565.79,519.74,406.38,864.61,563.99,884.05,328.13,261.6
198.97,170.52,691.68,564.51,521.01,407.09,866.68,566.73,887.66,328.05,259.17
198.01,172.62,691.43,567.63,516.53,405.25,863.34,565.07,888.27,329.22,260.67
197.07,171.39,688.5,565.3,521.17,408.33,859.65,562.42,886.52,328.43,257.1
195.83,169.76,693.37,563.91,518.55,407.95,853.32,566.79,887.51,330.32,254.43
196.43,169.66,693.21,564.63,526.88,407.65,854.53,568.44,886.09,329.41,253.39
193.85,168.65,689.08,559.01,523.3,405.77,850.54,565.73,881.48,328.18,250.68
193.31,167.14,687.08,555.33,526.07,405.89,849.58,564.75,879.29,329.07,250.52
