S5RLST,S5TELS,S5COND,S5CONS,S5ENRS,S5FINL,S5HLTH,S5INDU,S5INFT,S5MATR,S5UTIL
175.15,157.72,543.6,460.97,704.06,310.83,727.35,465.43,663.14,315.87,214.75
176.42,158.35,542.94,461.79,708.67,311.92,727.32,467.43,663.02,317.13,215.38
176.28,158.03,543.43,461.24,708.65,308.48,726.51,467.56,659.64,317.82,214.87
175.7,157.72,540.69,461.27,707.23,307.57,726.42,463.01,659.66,317.37,214.39
175.32,158.13,536.6,460.24,702.12,307.11,721.69,461.9,655.17,316.27,211.78
173.61,158.31,532.02,457.56,700.15,303.84,716.21,454.93,648.29,313.24,212.14
173.63,158.98,532.78,457.06,696.58,305.12,715.42,456.2,647.56,312.57,211.48
173.42,158.41,528.73,455.15,700.1,303.47,707.08,454.1,646.79,312.32,209.47
171.52,158.24,526.87,454.01,697.78,301.86,699.06,450.28,639.5,311.03,209.03
171.96,157.53,528.45,454.64,702.45,301.46,700.04,451.36,640.8,310.22,209.27
171.1,157.42,526.11,451.2,703.5,301.01,699.99,449.47,637.14,310.44,210.12
169.86,156.65,518.01,446.79,691.9,298.11,692.1,443.27,632.73,307.15,206.04
169.81,158.24,520.56,450.43,696.66,299.7,700.41,442.9,635.61,309.9,203.71
169.37,160.31,521.91,446.57,693.94,298.61,701.26,444.95,636.95,307.79,206.36
171.15,161.77,525.59,448.7,709.1,301.6,707.59,447.43,642.99,310.75,209.03
170.17,160.8,520.33,446.91,697.87,299.21,704.19,446.06,638.72,307.35,210.26
170.46,162.31,522.18,443.51,702.87,301.85,704.37,446.4,641.32,307.19,209.38
173.11,166.04,532.18,451.26,720.33,308.15,718.94,455.4,654.17,313.2,212.95
172.72,167.01,529.25,455.85,724.07,306.81,716.38,455.07,652.57,314.75,216.52
173.8,163.46,530.71,458.25,726.97,308.7,716.44,460.57,655.99,317.11,218.83
172.34,162.71,529.75,460.63,727.81,308.55,715.7,462.87,654.82,316.32,215.67
173.66,162.31,536.04,462.67,733.44,310.3,718.33,464.12,656.35,315.62,217.38
173.74,162.75,534.52,460.99,732.62,309.51,719.54,466.27,656.34,316.17,216.6
173.63,162.95,535.06,461.51,728.55,308.94,713.75,468.31,655.16,314.82,216.67
172.72,162.42,532.61,462.43,723.03,307.91,707.91,466.21,649.56,314.32,217.02
173.4,162.89,535.27,464.44,721.91,308.63,710.68,467.31,650.05,315.22,217.24
171.63,161.85,530.54,459.91,719.87,305.35,699.26,463.68,641.5,313.17,214.92
172.75,163.82,535.41,463.06,731.59,309.22,706.97,471.15,650.0,314.67,217.06
171.99,162.94,534.08,463.51,720.34,309.58,709.03,468.62,643.81,312.43,216.2
171.9,161.89,535.97,467.3,723.51,307.55,715.48,468.4,645.08,313.27,215.11
171.11,161.35,534.54,465.51,717.24,305.7,712.9,465.79,640.15,313.25,217.73
171.08,160.14,532.78,465.13,722.76,305.31,711.88,463.12,637.4,312.92,219.25
170.54,158.86,537.77,465.51,729.69,307.22,712.05,465.61,639.27,314.33,217.93
170.13,158.43,531.28,463.79,725.08,306.42,709.36,464.89,636.23,313.07,218.26
169.89,160.83,536.62,464.5,726.23,309.07,715.94,468.41,642.56,313.99,216.92
169.39,160.4,539.97,464.14,730.37,310.64,721.38,471.53,642.67,316.56,216.02
169.84,159.94,535.84,461.48,727.53,308.27,718.43,467.74,639.34,314.45,218.37
170.03,159.2,535.01,460.45,728.34,308.35,713.38,468.29,639.21,313.96,222.73
169.79,158.25,529.43,459.33,727.63,306.61,704.52,465.61,632.46,313.44,224.93
169.89,158.81,529.75,459.49,727.52,306.58,707.06,467.58,631.47,312.03,223.12
168.92,158.42,528.37,458.87,727.87,305.87,708.54,466.24,627.78,313.23,222.37
169.36,158.77,527.93,460.66,727.3,306.89,708.15,467.09,628.75,313.75,221.92
169.5,158.67,523.62,460.96,722.5,306.56,700.55,466.46,625.19,311.29,220.86
169.2,159.68,524.86,463.23,737.09,308.73,700.41,471.18,628.39,314.08,220.31
169.4,159.15,524.33,465.82,734.16,307.9,702.66,474.17,626.77,313.72,221.01
168.84,159.33,526.3,467.46,727.23,306.91,696.78,472.1,628.82,311.74,222.35
167.73,158.84,527.25,464.49,722.75,307.38,694.51,471.46,630.07,312.41,220.45
166.78,158.07,523.36,459.04,717.34,305.4,688.85,468.99,626.68,309.04,215.65
166.56,158.23,521.81,459.08,718.56,302.57,689.35,467.85,625.45,308.55,216.03
167.4,158.05,520.02,457.53,714.83,303.88,688.44,468.61,625.26,309.03,214.56
167.05,157.26,519.95,457.51,707.69,303.85,688.58,466.94,621.24,307.91,213.18
167.76,157.71,526.64,461.45,705.42,305.61,692.47,472.89,627.15,310.58,212.53
168.34,158.36,528.39,462.9,703.14,307.69,692.83,476.68,628.74,312.4,215.25
169.49,158.55,529.71,462.67,703.85,307.82,691.34,477.85,627.94,312.03,215.88
171.6,158.39,529.27,463.23,703.13,306.72,694.7,475.16,626.02,312.84,217.44
172.17,158.39,526.43,462.06,697.36,304.65,695.4,470.64,623.31,311.21,218.25
169.5,158.33,522.89,460.46,693.16,301.85,694.3,465.72,618.33,309.95,216.47
169.25,158.81,520.6,459.05,694.1,300.89,692.71,466.11,616.74,309.39,216.45
169.76,160.34,521.58,460.6,691.8,300.59,691.4,466.84,617.35,310.15,215.76
169.94,160.29,519.94,461.78,693.46,299.78,690.24,465.14,618.45,308.93,215.87
168.87,159.78,519.47,458.48,694.26,299.13,688.45,464.96,618.0,309.03,214.25
168.49,159.81,517.47,454.8,689.28,298.44,683.26,463.41,613.97,305.91,213.98
169.43,159.14,518.09,455.24,688.47,299.18,685.17,462.84,616.06,305.78,212.92
168.37,159.53,515.53,453.97,686.9,296.27,681.33,460.65,610.0,305.76,211.2
167.11,159.15,511.23,453.36,687.75,295.55,680.78,457.89,604.14,303.17,211.7
167.51,158.39,508.79,454.14,688.88,294.47,677.37,456.87,603.48,302.6,209.98
168.01,158.25,502.93,451.23,681.49,292.2,672.04,452.89,598.65,301.16,209.84
168.54,160.92,507.29,453.07,683.14,294.19,676.25,458.85,601.57,302.85,209.81
169.4,161.51,505.11,454.22,681.13,292.56,671.93,457.06,596.63,301.59,213.14
168.15,159.32,501.63,451.4,683.03,292.22,669.6,456.19,592.85,300.38,212.57
168.28,159.09,505.16,455.47,692.09,295.48,676.57,460.72,597.59,304.87,213.35
168.0,158.29,510.59,458.09,691.8,297.79,676.34,464.57,601.1,304.69,212.56
168.96,159.42,512.36,457.15,689.56,298.14,675.29,463.5,600.6,304.74,212.22
168.68,159.66,506.01,456.84,685.35,295.08,668.35,456.73,591.85,300.87,214.34
168.74,159.59,503.05,454.69,686.57,295.38,664.48,456.46,590.83,300.9,217.41
168.73,157.22,501.82,454.19,695.51,294.67,668.01,456.59,590.5,302.24,219.96
166.73,155.69,502.75,449.72,690.2,290.95,666.48,452.62,591.44,299.7,216.52
167.48,156.2,509.72,452.67,689.2,295.07,672.57,456.17,598.5,301.28,217.5
166.24,155.51,509.42,453.11,686.03,296.32,668.84,455.75,596.13,299.9,215.82
166.37,155.6,507.91,453.3,683.84,296.32,674.01,456.11,597.47,298.51,220.19
164.9,155.04,506.11,453.85,686.29,296.13,672.95,457.43,597.59,300.42,219.49
164.29,154.49,503.88,452.67,686.34,295.45,671.98,454.51,595.8,298.05,219.14
164.15,153.46,501.85,454.57,683.45,292.68,667.86,453.37,591.43,295.87,220.11
162.83,151.27,503.08,449.26,681.62,294.32,663.88,452.87,585.95,297.27,218.98
163.36,151.85,511.63,448.53,684.62,296.82,668.8,456.92,594.08,299.31,216.52
162.94,154.51,509.01,447.15,685.28,297.07,670.12,457.97,587.83,300.82,215.15
163.29,157.9,511.3,447.91,682.05,296.36,673.39,456.32,593.19,300.68,214.87
163.03,157.56,507.02,448.49,683.56,294.32,666.48,456.26,590.69,299.77,214.78
162.32,156.89,505.68,448.37,679.12,294.43,658.58,454.81,588.13,299.5,215.13
162.84,156.31,504.95,448.02,673.58,294.18,658.6,451.23,589.93,298.61,217.65
161.69,154.94,498.14,443.88,665.55,291.67,655.02,444.41,583.8,294.23,216.04
160.07,154.76,497.53,442.47,657.31,289.1,648.05,441.74,581.14,292.6,213.21
158.9,153.93,493.55,439.21,648.8,286.83,644.74,439.05,575.11,290.42,211.83
160.01,154.47,500.43,441.54,650.25,290.22,651.72,443.51,581.92,293.9,212.05
161.6,154.93,513.06,445.54,659.03,297.22,673.27,452.06,596.87,299.95,212.87
161.85,156.04,507.59,443.55,655.87,294.69,659.34,446.46,587.7,295.46,213.44
160.99,156.23,502.68,441.79,649.98,294.32,664.68,446.49,582.77,294.32,210.3
160.52,156.28,512.46,440.57,659.5,298.76,671.79,452.5,587.18,298.58,210.71
159.99,156.57,521.35,442.51,662.19,302.25,682.29,457.64,600.6,302.52,209.53
160.14,155.51,524.02,442.2,658.47,302.58,684.15,456.87,604.07,302.23,208.85
160.12,154.78,520.53,441.67,656.38,302.22,681.72,453.92,604.21,300.33,209.27
159.26,154.39,513.36,441.92,652.9,301.06,677.01,450.69,596.36,298.35,210.64
158.53,154.08,510.21,439.31,652.98,298.23,668.53,446.1,591.48,295.22,208.46
157.09,154.2,506.1,437.67,645.0,297.06,671.2,442.82,588.69,293.31,208.11
156.21,152.42,508.44,438.46,639.49,298.79,672.05,443.49,592.33,294.38,206.5
157.95,152.87,512.49,438.84,641.55,301.64,671.69,447.68,600.22,298.53,207.33
156.75,151.95,515.79,436.47,636.21,301.61,666.18,443.83,595.91,297.05,206.54
157.66,151.44,521.16,436.91,636.96,302.29,675.7,445.27,598.0,299.46,206.04
156.7,151.48,524.53,436.74,635.32,302.25,686.29,444.89,600.71,298.05,204.42
156.11,147.82,523.29,434.86,632.13,297.35,686.44,444.18,596.83,296.65,204.21
159.03,148.43,526.66,438.67,637.94,297.79,688.96,448.55,599.96,299.29,207.25
158.38,147.45,524.34,437.92,633.01,296.36,680.98,446.32,591.95,297.63,207.66
157.94,146.23,520.66,434.89,628.98,293.31,674.81,440.65,584.21,295.3,206.37
157.81,145.8,520.51,434.9,628.11,294.97,678.32,442.33,588.16,294.92,205.19
158.59,146.35,528.11,437.4,634.28,298.43,687.9,448.97,597.5,297.37,203.31
158.57,146.63,528.62,437.15,633.99,298.79,687.97,449.9,596.05,297.58,200.74
157.61,147.68,531.62,437.12,641.48,300.99,689.78,452.98,597.11,300.54,201.42
158.39,148.09,533.56,436.55,640.16,300.87,687.1,455.3,597.83,300.89,201.76
159.87,148.14,534.16,435.93,637.61,299.38,688.52,454.16,599.6,302.26,201.26
160.32,147.72,532.46,436.11,634.07,297.36,693.18,451.63,599.56,301.18,202.54
160.84,148.53,530.83,437.58,640.96,295.28,694.53,450.81,599.01,300.61,203.99
158.73,146.9,524.17,431.55,634.51,289.51,681.7,444.04,589.9,295.99,202.4
158.93,147.5,528.83,433.77,638.36,292.07,686.45,447.16,595.09,296.64,204.33
157.96,147.88,527.06,430.74,635.29,290.55,686.29,445.96,595.78,295.29,203.05
158.15,145.48,525.11,428.71,635.36,288.96,682.77,443.41,591.72,293.3,203.6
157.63,145.91,522.04,429.55,639.27,289.33,682.88,443.18,591.0,291.16,204.59
158.14,146.26,519.34,427.87,639.36,291.13,684.48,445.15,592.95,290.05,204.75
157.7,148.19,516.5,426.31,629.81,288.72,679.4,441.6,589.9,291.53,205.38
158.06,150.28,515.62,427.22,634.22,288.63,681.08,441.62,591.89,291.86,205.07
158.21,147.36,512.67,425.06,629.42,287.92,674.94,438.23,590.12,288.88,203.43
158.27,146.65,517.36,426.38,629.11,291.69,679.01,442.12,593.24,291.0,204.57
157.74,148.0,516.93,429.19,627.11,291.21,673.04,443.12,592.6,290.69,204.0
157.13,149.61,514.03,426.7,618.12,290.78,670.7,439.9,591.33,288.69,202.63
156.37,148.15,511.82,424.91,615.76,289.69,665.52,438.95,586.08,285.96,200.32
156.72,147.78,511.56,426.98,618.04,289.85,666.08,438.0,584.33,286.84,200.58
156.04,145.96,507.9,422.47,609.35,287.03,657.46,433.06,577.69,283.41,198.83
154.54,145.4,508.11,420.66,613.21,286.68,651.7,435.46,575.87,282.16,197.42
153.27,144.36,501.79,416.86,606.57,283.1,640.35,428.43,567.6,278.32,196.21
152.12,144.27,491.62,412.43,598.77,278.96,637.16,422.55,560.92,274.15,194.97
152.34,145.19,490.85,412.1,603.98,279.33,641.24,423.0,560.89,273.72,196.02
150.74,143.56,485.19,409.84,599.58,276.7,634.74,420.34,557.98,271.39,197.23
153.24,149.05,498.48,419.15,610.44,283.73,647.9,431.97,570.33,278.04,198.77
152.71,148.85,504.9,420.98,619.63,287.01,653.19,434.13,569.03,279.72,197.15
150.38,148.56,496.67,420.24,618.66,283.27,641.68,430.41,560.71,278.48,194.24
151.28,149.22,505.2,428.02,622.35,286.3,647.43,434.91,566.02,277.2,194.43
149.77,149.2,501.45,425.06,617.54,282.75,639.16,431.16,569.81,275.72,193.64
150.34,149.0,503.43,426.24,619.65,284.53,644.26,430.21,575.63,276.74,193.23
152.91,150.48,513.29,430.1,632.71,291.2,659.63,444.0,587.7,284.5,195.42
154.07,148.96,516.86,434.17,639.89,296.16,664.45,449.16,589.82,288.75,196.02
153.86,150.06,515.49,434.72,637.84,295.86,664.0,448.15,589.86,291.42,195.8
152.83,151.14,516.43,433.24,634.62,295.62,660.56,448.04,586.94,289.8,193.57
153.58,151.96,518.92,436.74,634.96,296.67,660.94,450.47,590.18,290.42,193.62
153.19,151.35,521.32,436.71,634.47,298.51,659.4,451.93,590.6,290.01,192.37
152.43,149.15,520.09,436.58,636.5,295.01,660.32,448.82,583.82,288.15,192.78
151.44,148.53,516.14,434.2,629.63,292.71,651.99,444.25,572.92,284.17,192.61
152.65,150.18,526.38,436.99,641.83,297.12,657.26,449.33,578.77,288.25,194.39
150.72,149.6,524.4,436.23,640.88,297.52,654.52,448.58,577.61,287.22,191.63
150.48,152.48,525.03,434.35,643.24,296.53,649.79,446.96,580.86,288.42,190.54
150.61,155.09,525.93,437.46,647.66,295.54,644.13,447.34,580.39,286.84,191.59
150.04,154.25,523.0,435.14,641.93,295.42,637.7,445.17,575.11,287.3,189.86
149.28,153.55,526.13,437.02,641.53,294.99,640.07,447.85,576.47,289.03,189.68
148.47,154.62,527.44,437.82,643.16,293.1,638.75,446.64,579.24,289.56,190.23
148.95,155.52,530.1,442.62,651.67,294.71,642.3,452.46,585.48,291.64,193.21
149.58,155.64,527.97,442.83,645.77,293.54,642.71,450.34,581.26,290.89,192.77
149.13,155.57,526.0,441.54,650.97,293.91,641.5,450.5,581.94,290.79,192.22
149.35,155.57,527.84,440.43,647.83,294.15,642.32,450.97,583.08,290.12,191.86
149.13,154.82,524.46,438.51,642.32,293.68,638.05,447.89,581.32,288.49,192.65
149.01,153.65,523.05,437.93,638.26,293.15,638.59,445.49,580.13,285.41,191.99
148.97,152.1,520.45,438.85,638.04,291.44,635.97,443.88,571.8,284.16,192.65
148.18,153.04,518.45,437.22,637.23,290.11,633.15,440.68,567.1,283.46,190.91
149.81,152.94,519.3,438.01,635.81,290.54,634.55,440.92,566.19,282.75,192.32
146.89,150.56,511.3,430.84,625.48,283.88,619.7,433.89,561.93,279.08,189.8
146.66,151.8,512.98,432.83,629.28,285.57,622.42,434.05,561.77,277.64,190.2
146.35,150.85,509.36,432.96,623.3,284.01,621.05,429.86,556.38,276.43,189.09
145.64,151.32,507.98,434.04,625.69,283.64,620.8,428.26,557.93,275.26,189.35
146.8,151.88,510.01,439.96,622.73,283.66,625.86,428.04,561.83,275.73,189.17
150.18,153.91,515.13,439.08,631.75,287.82,636.17,434.63,566.62,280.48,190.71
150.18,155.16,514.62,442.84,633.49,288.74,638.95,435.67,567.89,279.73,192.71
149.19,154.6,515.27,441.96,632.93,287.68,637.77,434.52,566.47,278.36,193.77
147.72,153.05,510.79,435.63,629.61,283.71,629.06,428.27,562.17,274.43,191.5
147.37,154.53,510.85,439.53,632.34,286.31,630.78,428.27,563.64,276.2,192.93
146.58,155.05,512.08,441.41,635.05,285.67,633.43,429.85,562.69,274.91,192.51
146.94,154.72,516.54,439.45,632.96,288.32,638.72,432.87,560.61,278.32,191.44
147.53,156.05,519.14,441.58,632.66,288.92,638.06,434.91,562.36,278.88,192.17
149.35,156.91,518.38,442.36,633.67,290.07,638.84,436.62,559.85,279.28,192.27
147.61,156.73,516.7,442.07,638.17,289.11,638.64,434.81,554.41,279.03,192.8
147.83,156.8,513.95,443.14,640.37,289.3,640.91,433.54,552.14,279.61,194.72
148.67,157.23,513.59,443.99,645.71,289.05,638.29,435.21,552.53,281.57,195.52
149.35,157.34,510.47,441.67,642.13,287.7,630.64,431.73,553.5,280.08,195.59
148.55,157.83,505.87,440.79,636.82,283.58,627.7,428.41,547.82,277.9,195.09
150.13,159.2,508.52,442.86,638.71,284.59,626.12,430.66,549.42,280.18,197.45
151.14,159.02,510.62,444.47,637.59,284.08,625.49,433.53,551.81,280.88,198.86
152.2,158.06,514.32,446.03,641.56,284.25,628.15,432.84,555.54,282.8,199.04
151.7,157.26,512.79,445.14,637.11,282.83,624.58,431.4,554.07,281.03,197.85
150.39,156.52,509.27,442.27,633.7,280.46,619.41,429.73,556.51,278.73,196.18
149.64,156.82,501.3,438.53,629.63,278.17,616.13,427.57,550.9,277.53,195.63
150.87,156.84,501.6,438.69,634.08,280.51,615.28,427.59,548.53,278.47,197.42
152.47,156.91,493.81,437.12,625.19,274.25,606.07,421.77,542.69,273.44,197.83
154.48,159.76,504.24,443.36,634.64,277.42,611.5,426.56,549.45,277.04,199.77
154.16,158.25,505.46,438.54,630.9,276.51,613.55,424.92,545.02,275.3,197.16
156.82,161.37,505.42,437.61,635.79,277.79,615.4,425.5,545.25,276.42,198.69
156.44,160.14,503.63,437.16,627.55,277.54,614.78,424.07,543.46,275.25,198.24
155.29,160.27,502.39,435.38,629.49,276.82,610.66,420.92,542.63,275.9,196.78
156.46,160.4,501.26,437.76,630.89,279.98,613.35,421.02,544.61,276.44,197.83
157.7,161.21,503.61,441.29,634.86,281.25,616.64,422.71,545.93,278.07,199.14
158.91,158.91,500.39,437.42,630.71,280.35,612.61,421.33,542.98,277.26,198.89
160.47,158.21,501.55,432.23,629.82,280.94,610.88,421.71,541.52,278.78,199.35
158.55,156.67,498.1,431.01,627.24,279.77,610.03,419.64,539.28,278.11,197.1
158.43,158.23,493.39,431.83,623.6,279.44,610.1,416.56,536.75,276.69,197.56
159.04,158.65,496.34,431.29,632.11,281.83,611.01,416.53,539.35,278.49,197.5
157.15,157.82,492.83,425.45,627.86,281.39,605.52,414.16,540.23,274.58,195.02
157.85,156.0,491.81,426.62,630.27,281.92,608.88,412.58,537.47,274.61,195.42
158.43,154.48,488.81,425.8,624.83,281.23,611.07,407.99,528.15,273.71,194.89
156.21,151.59,485.21,421.53,623.49,278.75,605.73,404.59,529.17,270.24,191.81
152.75,149.0,479.42,415.76,615.08,272.87,593.73,401.99,524.62,267.47,189.93
153.54,151.11,481.53,417.7,613.92,273.73,592.98,404.84,524.75,268.17,193.72
152.03,150.63,477.78,416.62,607.65,272.16,590.37,402.57,520.59,266.71,192.84
148.19,148.56,467.16,408.89,597.37,264.43,576.96,392.07,511.64,261.31,190.03
148.12,146.71,468.89,408.47,599.32,263.53,577.88,392.74,509.96,260.8,189.2
149.75,150.3,476.76,408.57,605.45,267.02,586.7,397.38,518.3,265.19,187.99
149.25,149.38,483.51,410.53,609.76,270.26,593.1,399.55,521.81,268.29,188.83
149.61,149.07,479.3,409.83,604.6,267.91,586.46,397.69,519.27,264.52,188.44
152.36,149.68,484.22,411.71,609.72,270.07,592.15,402.15,524.67,266.85,190.8
151.98,150.26,484.54,412.61,608.14,270.3,593.5,403.59,524.21,266.23,190.52
150.14,149.3,480.3,410.24,604.86,268.37,586.02,400.7,519.26,265.01,189.84
151.9,150.19,482.49,414.6,609.94,270.36,587.57,403.21,522.18,266.06,190.07
152.61,151.66,482.25,417.16,611.83,271.43,587.3,405.75,525.29,269.28,191.37
151.7,150.3,477.94,415.05,611.45,271.32,585.39,404.31,523.71,267.68,191.62
151.06,150.69,480.43,418.17,611.76,269.89,590.19,405.9,525.06,267.08,193.03
152.26,151.86,479.76,421.12,611.53,271.64,593.11,404.63,526.51,267.28,193.22
153.44,151.77,483.29,423.28,614.58,275.65,597.29,405.2,525.0,268.93,191.0
156.41,153.95,486.51,425.89,619.42,276.95,598.53,410.81,528.58,272.43,193.81
156.89,154.42,486.47,427.89,620.75,278.27,600.56,410.25,527.78,273.47,194.7
151.68,153.74,480.77,422.59,613.31,275.54,596.4,405.06,520.67,267.32,189.03
151.99,152.97,478.0,421.23,610.72,274.31,595.91,402.73,517.59,267.98,188.0
149.98,151.73,476.14,417.52,610.62,271.33,591.02,397.69,519.22,265.18,187.59
149.78,151.51,474.64,414.15,610.33,270.82,589.57,396.75,519.05,263.39,186.14
151.03,149.96,475.7,414.76,613.98,272.79,591.0,398.59,519.41,266.1,186.75
150.36,149.92,472.45,411.66,609.37,272.43,586.86,396.59,522.14,264.48,188.48
150.5,148.26,467.93,411.33,609.27,269.24,583.31,390.98,519.2,262.17,187.14
147.18,147.96,463.66,408.2,603.11,266.2,579.55,386.29,512.61,258.25,186.38
144.13,148.08,464.65,407.68,602.98,266.29,579.53,386.62,512.0,258.79,185.34
145.39,149.34,464.22,408.07,601.48,265.7,578.59,385.55,511.11,258.15,186.04
144.54,147.48,459.58,406.25,598.33,263.7,572.18,381.9,506.63,255.86,186.31
145.48,150.24,456.18,406.32,594.84,261.5,568.8,379.9,504.98,254.43,188.44
146.08,150.46,459.15,405.12,594.99,262.76,570.51,381.59,507.66,254.75,188.38
145.98,148.72,457.15,403.32,601.53,262.02,568.72,380.78,505.35,253.92,189.38
146.51,149.52,455.2,406.26,591.05,261.71,566.28,380.54,504.3,254.43,188.82
147.09,149.78,462.64,408.76,594.64,268.22,575.97,388.27,514.82,259.11,188.9
147.52,151.73,463.67,413.41,596.12,269.78,575.21,389.52,516.72,259.12,190.4
145.8,149.58,463.58,410.93,591.73,269.55,574.09,389.15,513.45,256.92,188.93
145.11,149.08,458.71,409.11,583.87,266.57,570.76,384.27,511.06,253.98,187.7
145.14,150.82,462.61,412.22,587.04,268.26,573.64,386.78,511.46,255.79,189.91
142.15,150.08,458.46,412.56,584.37,265.9,572.5,386.7,511.47,254.3,188.32
143.53,151.3,460.29,414.23,593.49,269.49,571.14,388.39,512.29,256.44,189.82
146.8,152.86,461.98,417.06,595.94,269.96,574.27,388.0,512.22,258.43,191.88
149.53,154.23,470.28,423.75,599.92,273.94,583.8,392.43,521.41,260.42,194.62
150.05,154.46,475.35,426.8,602.34,274.95,588.39,395.4,521.34,260.86,196.11
152.09,155.5,475.54,426.68,601.33,273.78,586.76,393.73,517.33,260.23,197.21
153.36,154.88,475.95,427.89,604.56,275.04,589.25,393.43,513.82,260.74,198.48
151.92,156.45,477.27,429.77,607.54,275.81,591.29,394.56,516.07,259.26,199.84
152.16,158.03,473.95,427.68,604.15,275.15,590.88,392.89,514.25,255.37,199.05
153.02,158.07,477.94,429.93,606.25,277.38,590.65,393.71,515.71,255.36,198.15
153.55,158.72,480.27,430.53,609.26,279.78,593.32,396.73,518.77,257.83,199.34
153.67,158.8,481.3,430.21,610.96,280.43,594.36,398.23,517.81,258.49,200.76
154.38,158.44,477.95,430.01,614.56,280.5,593.9,397.38,515.28,257.08,200.93
155.13,156.73,470.27,425.66,607.46,275.89,590.25,390.68,509.27,254.92,199.44
157.46,158.32,468.03,426.45,605.65,275.74,590.32,390.02,510.66,255.85,200.86
157.88,160.73,469.27,427.01,607.37,275.99,590.38,388.57,506.9,256.51,200.35
159.22,159.6,471.85,428.26,612.55,278.07,592.12,389.88,507.76,255.21,199.95
158.93,158.9,470.12,428.46,614.24,278.4,588.29,390.85,507.13,256.15,199.24
159.05,158.77,469.77,426.58,611.06,278.15,585.49,390.86,506.92,253.77,197.5
162.06,159.68,471.14,429.28,616.96,280.52,586.24,393.58,502.58,256.14,200.6
162.29,159.09,471.96,430.35,615.76,281.22,588.2,393.83,505.32,255.45,200.03
162.03,159.18,472.23,431.02,617.28,279.31,585.61,393.64,503.35,254.67,200.14
162.23,158.95,472.56,428.78,609.03,279.27,577.7,388.81,513.39,253.43,200.29
160.86,160.4,470.1,427.37,603.36,275.58,576.14,385.48,514.84,253.39,198.36
160.38,159.67,469.57,426.73,600.67,274.32,574.97,384.21,514.15,250.91,198.55
160.59,158.67,472.14,428.18,604.05,275.41,577.92,386.31,514.06,252.93,199.55
160.64,159.77,473.71,428.03,604.48,274.37,577.91,385.27,512.59,252.44,196.44
161.33,160.72,471.1,427.53,602.11,272.2,573.98,387.51,511.39,253.24,195.77
157.26,158.5,464.42,421.1,596.56,269.73,566.92,381.5,502.81,249.18,192.64
157.0,159.13,464.09,420.55,600.05,271.43,563.01,381.81,500.51,249.41,191.72
154.78,159.4,462.09,417.15,593.72,269.18,561.58,376.35,498.28,245.53,190.29
154.6,160.04,458.02,413.13,589.59,267.15,558.39,375.23,499.46,244.16,187.6
154.92,159.28,453.34,412.32,583.21,262.53,551.11,369.68,495.97,242.5,188.51
156.55,158.56,451.11,413.36,583.06,263.43,551.86,369.23,493.19,242.63,188.79
154.11,157.71,450.23,412.79,581.76,263.33,553.6,373.24,492.52,243.45,188.89
155.23,157.9,447.29,409.77,578.54,262.06,551.18,369.95,489.23,241.61,191.4
156.29,159.06,445.74,412.24,579.78,263.86,555.93,372.25,491.23,243.0,190.7
153.67,157.61,441.74,410.51,578.5,260.55,554.09,368.94,489.23,243.26,190.51
151.84,156.53,436.18,406.34,574.49,258.07,545.91,365.0,486.68,242.68,188.09
148.99,153.43,432.29,406.06,568.18,253.31,543.6,361.17,483.3,241.05,185.81
149.75,154.27,436.55,407.98,576.99,257.96,547.73,367.24,490.13,245.17,185.85
146.95,153.37,435.39,402.28,575.13,257.59,543.06,367.08,493.76,245.82,183.44
153.48,156.97,447.31,414.88,591.24,263.27,557.36,376.17,504.93,252.48,188.85
158.8,161.38,452.3,423.29,597.23,267.0,566.46,381.56,510.03,254.41,193.3
158.71,159.33,447.71,421.44,593.84,265.35,561.62,376.69,506.38,253.19,191.96
157.91,160.27,445.4,418.06,586.24,262.85,560.35,374.32,500.7,251.31,191.34
157.6,160.5,446.55,418.94,591.98,266.18,561.19,376.0,504.61,252.94,191.14
153.19,157.91,438.78,415.11,581.85,261.47,553.22,370.93,498.93,248.58,188.0
155.42,158.62,443.63,417.45,586.23,263.99,558.8,373.66,502.92,249.87,190.02
157.74,159.35,447.9,418.73,594.6,268.67,561.36,376.9,508.68,253.38,191.25
159.81,158.02,449.3,419.01,596.22,268.46,560.59,378.03,508.49,252.21,191.64
159.48,158.64,441.33,413.91,589.28,264.03,555.26,371.45,503.14,250.08,190.28
156.59,155.23,436.92,411.95,585.45,260.3,547.47,369.16,502.82,248.62,188.07
158.53,156.78,444.17,416.89,592.09,264.79,555.15,375.34,508.08,253.99,189.84
160.57,155.33,446.35,416.79,596.79,267.2,559.03,377.64,511.43,254.45,190.63
159.54,155.01,443.96,412.3,590.86,266.8,555.95,375.42,508.0,253.01,190.25
161.75,157.24,448.85,419.87,602.87,271.05,568.29,379.21,512.28,256.89,191.39
163.61,158.76,449.47,421.52,604.25,268.18,564.44,377.36,508.08,256.32,190.99
167.19,161.15,453.96,429.77,605.39,268.11,573.11,379.49,508.48,256.98,193.97
168.57,163.22,449.86,429.37,599.35,265.42,567.95,377.54,505.07,254.74,196.3
168.89,163.73,450.71,425.3,601.43,265.08,569.19,378.47,505.48,255.45,198.33
171.74,162.89,452.15,427.04,602.63,266.81,569.92,379.88,505.91,255.68,199.84
175.8,164.79,456.36,427.65,610.14,269.65,570.12,382.94,511.11,258.97,203.17
